1.1. Continue to implement the Toronto Green Standard sustainable design requirements for new developments and require net zero ready private buildings by 2030 or sooner.,1.2. Require net zero emissions for construction of City-owned buildings.,1.3. Support building owners to use low-carbon materials for new construction.,1.4. Set requirements to report on and limit greenhouse gas emissions from homes and buildings.,"1.5. Support early action to make retrofits that improve efficiency, comfort and the switch off fossil fuel heating easier and more affordable for home and building owners.",1.6. Support the creation of jobs in the building sector and build industry capacity to enable rapid market transformation to scale up zero emission retrofits for existing buildings.,2. Why did you choose these actions as highest priority?,"3. Which of these actions do you think might be the most challenging for you, your household and/or your community if implemented (if any)?",4.1. Produce renewable natural gas from waste.,4.2. Increase installation of rooftop and ground mount solar panels.,4.3. Support district energy system owners and developers with the implementation of low-carbon energy solutions.,4.4. Accelerate investment in energy storage.,4.5. Work with other levels of government to ensure low-carbon and resilient energy policies to enable local solutions.,5. Why did you choose these actions as highest priority?,"6. Which of these actions do you think might be the most challenging for you, your household and/or your community if implemented (if any)?",7.1. Increase uptake of electric vehicles through incentives.,7.2. Increase electric vehicle charging in public spaces and on private property.,7.3. Expand usage of and support for low-emissions freight and last mile delivery strategies to move goods.,7.4. Expand bike and pedestrian infrastructure and priority zones.,7.5. Expand public transit and accelerate implementation of bus rapid transit.,7.6. Continue electrification of the TTC fleet.,8. Why did you choose these actions as highest priority?,"9. Which of these actions do you think might be the most challenging for you, your household and/or your community if implemented (if any)?",10.1. Conduct a city-wide consumption-based emissions inventory and set a reduction target.,"10.2. Reduce city-wide material consumption and increase circularity (i.e., efficient re-use and recovery of resources).","10.3. Continue outreach and engagement on city-wide waste reduction and diversion, with a focus on food and organic waste.",11. Why did you choose these actions as highest priority?,"12. Which of these actions do you think might be the most challenging for you, your household and/or your community if implemented (if any)?","13.1. Increase tree canopy cover, biodiversity and enhance greenspaces.","13.2. Achieve equitable distribution of the urban forest, increasing tree canopy where it is most needed.",13.3. Corporate-wide adoption of a climate lens for all new City operating programs and capital projects to incorporate climate considerations in the municipal decision-making process.,13.4. Focus outreach on equity-seeking groups to lead and implement local climate action.,13.5. Work with Indigenous communities to share knowledge.,13.6. Focus on youth engagement and leadership.,13.7. Establish a Climate Advisory Group.,14. Why did you choose these actions as highest priority?,"15. Which of these actions do you think might be the most challenging for you, your household and/or your community if implemented (if any)?","16. What do you think is needed to support and encourage uptake of these net zero climate actions in your community?Examples may include: education, outreach, incentives, funding, enforcement, infrastructure, regulation, communications, etc.View the TransformTO Net Zero Strategy and Climate Actions Backgrounder",17. What is your age?,18. Please provide the first 3 digits of your postal code (e.g. M5H),18. Please provide the first 3 digits of your postal code (e.g. M5H) - other,19. What is your ethnic or cultural background?,19. What is your ethnic or cultural background? - other,"20.1. Arab, Middle Eastern or West Asian (examples: Afghan, Armenian, Iranian, Lebanese, Persian, Turkish)","20.2. Black (examples: African, African-Canadian, Afro-Caribbean)","20.3. East Asian (examples: Chinese, Japanese, Korean)","20.4. First Nations (status, non-status, treaty or non-treaty), Inuit or Métis","20.5. Latin American (examples: Brazilian, Colombian, Cuban, Mexican, Peruvian)","20.6. South Asian or Indo-Caribbean (examples: Indian, Indo- Guyanese, Indo-Trinidadian, Pakistani, Sri Lankan)","20.7. Southeast Asian (examples: Filipino, Malaysian, Singaporean, Thai, Vietnamese)","20.8. White (examples: English, Greek, Italian, Portuguese, Russian, Slovakian)","20.9. Not listed, please describe:","21. Gender identity is the gender that people identify with or how they perceive themselves, which may be different from their birth-assigned sex.What best describes your gender?","21. Gender identity is the gender that people identify with or how they perceive themselves, which may be different from their birth-assigned sex.What best describes your gender? - other",22. What best describes your current housing situation?Please select&nbsp;one&nbsp;only.,22. What best describes your current housing situation?Please select&nbsp;one&nbsp;only. - other,23. What was your total household income before taxes last year? Your best estimate is fine.
Continue to implement the Toronto Green Standard sustainable design requirements for new developments and require net zero ready private buildings by 2030 or sooner.,,Support building owners to use low-carbon materials for new construction.,,"Support early action to make retrofits that improve efficiency, comfort and the switch off fossil fuel heating easier and more affordable for home and building owners.",,To help building ownere transistion to higher effficiency and cleaner energy use.,Cost of new heating/cooling equipment. Cost of moving to electric vehicles.,,Increase installation of rooftop and ground mount solar panels.,Support district energy system owners and developers with the implementation of low-carbon energy solutions.,Accelerate investment in energy storage.,,"All energy ultimatley comes form the sun, get it in the most direct method and have a means to store it for when the sun does not shine.",Micro grid tech. Toronto Hydro is too slow and bureaucratic and needs to up it's game on energy systems.,Increase uptake of electric vehicles through incentives.,Increase electric vehicle charging in public spaces and on private property.,,Expand bike and pedestrian infrastructure and priority zones.,,,I think they are all good - we need a multi-prong approach to better ways to move people and good around.,DOUG FORD and his cronies!,Conduct a city-wide consumption-based emissions inventory and set a reduction target.,"Reduce city-wide material consumption and increase circularity (i.e., efficient re-use and recovery of resources).",,We need to cut waste and incentivise though economics - people might start doing more when they can save $s.,Government support and adopting laws and means to make it work.,"Increase tree canopy cover, biodiversity and enhance greenspaces.","Achieve equitable distribution of the urban forest, increasing tree canopy where it is most needed.",,,Work with Indigenous communities to share knowledge.,,,We need more trees and greenspace. And we need more enforcement with zero tolerance and big fines for those illegally making parking space for cars or cutting down trees.,Settlers have had their way and it's not working. Let's embrace and support the ways of the people that cared for this land long before the Europeans arrived.,"Lots of communication on the why it is important to do the right thing to keep our planet healthy. I always hear parents (for example) saying they want to do anything they can for the future of their children. Well, start doing the right thing to make it a livable, healthy place where they can raise their kids. Adopt the 7th generation attitude the indigenous people have done for so long. It server them well, and it can serve all of us. We just need to be more open to change and stop being so greedy. We need the 'we' generation and leave the 'me' generation as a thing in the past.",Prefer not to answer,3 digits of your postal code:,M6M,Prefer not to answer.,,,,,,,,,"White (examples: English, Greek, Italian, Portuguese, Russian, Slovakian)",,Man,,Home owner,,Prefer not to answer
Continue to implement the Toronto Green Standard sustainable design requirements for new developments and require net zero ready private buildings by 2030 or sooner.,,,,"Support early action to make retrofits that improve efficiency, comfort and the switch off fossil fuel heating easier and more affordable for home and building owners.",Support the creation of jobs in the building sector and build industry capacity to enable rapid market transformation to scale up zero emission retrofits for existing buildings.,We have to build and convert to net zero as soon as possible. This will happen with regulation. We need capacity to achieve ambitious goals,"Retrofitting. individual property owners do not have the economies of scale that large scale builders and developers have. The cost of renovating a house to passive house standards is unaffordable. It's critically important and people need incentives, information and support. The 5K for an energy audit and follow up, is laughably small compared to the actual costs of adding extensive insulation etc. And right now, affordability trumps sustainability because real wages haven't risen for most of us in decades. Freelance writer rates have not changed much in 50 years.",Produce renewable natural gas from waste.,,Support district energy system owners and developers with the implementation of low-carbon energy solutions.,,Work with other levels of government to ensure low-carbon and resilient energy policies to enable local solutions.,We have a waste problem we need to address locally any way. We need to build an incinerator with a ski hill on it! (Look it up.) We need to spark innovation solutions locally.,Incineration,,Increase electric vehicle charging in public spaces and on private property.,,Expand bike and pedestrian infrastructure and priority zones.,Expand public transit and accelerate implementation of bus rapid transit.,,They are all priorities.,"expanding public transit because it's expensive and politicized: we should follow Jaime Lerner's Urban Accupunture philosophy and build what we can afford, and focus on reliable accessible, comprehensive service. What was the point of a subway with no stops on it: that's a tunnel, not a transit system.",,"Reduce city-wide material consumption and increase circularity (i.e., efficient re-use and recovery of resources).","Continue outreach and engagement on city-wide waste reduction and diversion, with a focus on food and organic waste.",,waste reduction: people don't have the energy to separate their waste: they wishfully recycle. We need a comprehensive program to get all people to be responsible for our waste collectively.,"Increase tree canopy cover, biodiversity and enhance greenspaces.","Achieve equitable distribution of the urban forest, increasing tree canopy where it is most needed.",Corporate-wide adoption of a climate lens for all new City operating programs and capital projects to incorporate climate considerations in the municipal decision-making process.,,Work with Indigenous communities to share knowledge.,,,"We need to rescue biodiversity asap. We are in mass extinction. We need capacity for the biosphere: green corridors, and guidance.",None of this is hard for me: its leaders who lack courage.,"Leadership - visionary sincere trustworthy, sometimes charismatic leadership; a goal that benefits and includes all of us; and then all of the above: enforcement, incentives, a deadline, education, capacity and resources to make changes.",55-64,3 digits of your postal code:,M6J,Ethnic or cultural backgound:,"Northern Scotland,1850s. Farmers.",,,,,,,,,Scottish,Woman,,Home owner,,"0 - $29,999"
Continue to implement the Toronto Green Standard sustainable design requirements for new developments and require net zero ready private buildings by 2030 or sooner.,,,,,,It is forward looking and more easily achieved as new building is approved,I am a senior citizen with limited funds and also do not want the disruption of accommodating net zero emissions in the few years we have left.,,Increase installation of rooftop and ground mount solar panels.,,,Work with other levels of government to ensure low-carbon and resilient energy policies to enable local solutions.,"We need a coordinated effort involving all levels of govt. We live in Toronto whic is part of Ontario which is part of Canada we are not an island unto ourselves, pariticlry with the amount of commuting and travel that goes on with respect to everything from school, shopping to work and travel",Supporting district energy storage,,Increase electric vehicle charging in public spaces and on private property.,,,Expand public transit and accelerate implementation of bus rapid transit.,Continue electrification of the TTC fleet.,Fundamental and effect all people and activities. Subsidizing purchase of electric vehicles has been a gift to those who already have the resources to buy vehicles beyond the reach of the average torontonian,,Conduct a city-wide consumption-based emissions inventory and set a reduction target.,"Reduce city-wide material consumption and increase circularity (i.e., efficient re-use and recovery of resources).",,Involves everyone in their day to day lives,,"Increase tree canopy cover, biodiversity and enhance greenspaces.","Achieve equitable distribution of the urban forest, increasing tree canopy where it is most needed.",Corporate-wide adoption of a climate lens for all new City operating programs and capital projects to incorporate climate considerations in the municipal decision-making process.,,,,,Green spaces close to where people live are important to improve quality of life as well as contributing to net zero. It is too easy to have a tree taken down. Every day another tree seems to be coming down inour neighbourhood,Indigenous engagement,"The goal of increasing density needs to have the creation of LOCAL and CONTIGUOUS green space rather than stress existing green space. People working at home has increased the traffic and use of commercial vehicles in neighbourhoods ie trucks, construction vehicles, commercial garbage, mores deliveries of supplies etc. Operating a business for ones home should have net zero considerations for the neighbourhood.",65-74,3 digits of your postal code:,M8x,Prefer not to answer.,,,,,,,,,,Canadian,Woman,,Home owner,,Prefer not to answer
,,Support building owners to use low-carbon materials for new construction.,,"Support early action to make retrofits that improve efficiency, comfort and the switch off fossil fuel heating easier and more affordable for home and building owners.",Support the creation of jobs in the building sector and build industry capacity to enable rapid market transformation to scale up zero emission retrofits for existing buildings.,They offer good flexibility and help to find infrastructure projects for long term sustainability.,The transition of retrofiting older building may have a difficult transition.,,,Support district energy system owners and developers with the implementation of low-carbon energy solutions.,Accelerate investment in energy storage.,,Most realistic,,,Increase electric vehicle charging in public spaces and on private property.,Expand usage of and support for low-emissions freight and last mile delivery strategies to move goods.,,Expand public transit and accelerate implementation of bus rapid transit.,,Building stronger infrastructure projects,,Conduct a city-wide consumption-based emissions inventory and set a reduction target.,,,Data is important to set realistic bench marks.,It might be expensive.,"Increase tree canopy cover, biodiversity and enhance greenspaces.",,Corporate-wide adoption of a climate lens for all new City operating programs and capital projects to incorporate climate considerations in the municipal decision-making process.,,,,,,,Educating and creating tangible outcomes for people to reach milestones.,25-29,3 digits of your postal code:,M1W,Ethnic or cultural backgound:,Chinese,,,"East Asian (examples: Chinese, Japanese, Korean)",,,,,,,Man,,Permanently living with parent(s) or other family member(s),,"$70,000 - $99,999"
Continue to implement the Toronto Green Standard sustainable design requirements for new developments and require net zero ready private buildings by 2030 or sooner.,Require net zero emissions for construction of City-owned buildings.,,Set requirements to report on and limit greenhouse gas emissions from homes and buildings.,,,"Without benchmarking all buildings, owners will have no idea how much to improve, or what opportunities they have to improve. TGS works, and so it needs to continue - and Public buildings need to lead by example.",None of them are challenging apart from the politics. The difficulty is getting OpEx considerations into CapEx line items - otherwise the system games low-performance to win. Toronto should consider tax incentives and restructuring.,,Increase installation of rooftop and ground mount solar panels.,Support district energy system owners and developers with the implementation of low-carbon energy solutions.,Accelerate investment in energy storage.,,The province is useless so that is a waste of time. The feds are all about posturing/optics - also useless. Toronto needs to lead with solutions - then the other government levels can follow citing Toronto's example.,"Again, this stuff is not hard to do. You just need to commit and do it - otherwise you just continue to delay and dither as the planet burns.",Increase uptake of electric vehicles through incentives.,,,Expand bike and pedestrian infrastructure and priority zones.,,Continue electrification of the TTC fleet.,"I drive an EV (for 10 years now) - charging has NEVER been a critical issue for me - especially in public spaces. One charges at home or at destinations. Why is banning machine space not even on this list? We need more pedestrian and car free zones - full stop. Think Europe. Also, EV incentives should hardly be a municipal priority - but for sure, electrify the TTC fleet ASAP.",Again - I think most residents would WELCOME less car prioritization. Canadians are addicted to cars - show them another way!,,"Reduce city-wide material consumption and increase circularity (i.e., efficient re-use and recovery of resources).","Continue outreach and engagement on city-wide waste reduction and diversion, with a focus on food and organic waste.","Does Toronto not already have consumption based data? BP conducted tons of research on this - just ask Vaclav Smil - Canadians top the world in terms of consumption, at 390GJ/pp/yr - it is abysmal.","Consumer culture is our religion. Toronto needs to provide alternatives, engagement in cultural experiences in public spaces - for example, should always trump buying new things.","Increase tree canopy cover, biodiversity and enhance greenspaces.","Achieve equitable distribution of the urban forest, increasing tree canopy where it is most needed.",,,,,,It is not enough to 'net' zero. You need to pull carbon from the atmosphere. This is literally a tug of war between 2700GT of potential global CO2e and 4000GT of sequestering potential of the Earth - facilitate the latter - plat trees EVERYWHERE to offset biodiversity loss and facilitate resilience and reduce Urban Heat Island Effect - plus duh - they are beautiful.,Getting past car-centred planning and development. Imagine a residential community amidst a forest with NO CARS and then BUILD IT!,"Educate the knuckledraggers. Our planet will not survive their 'leadership' - all opposition must be framed for those that resist sensible climate action with Aristotle's methods, of Ethos, Pathos and Logos.",30-54,3 digits of your postal code:,M4J,Ethnic or cultural backgound:,Ancient/perennial human,,,,,,,,,"Not listed, please describe:","Not listed, please describe:",asexual,Home owner,,"$150,000 or more"
Continue to implement the Toronto Green Standard sustainable design requirements for new developments and require net zero ready private buildings by 2030 or sooner.,,,,"Support early action to make retrofits that improve efficiency, comfort and the switch off fossil fuel heating easier and more affordable for home and building owners.",Support the creation of jobs in the building sector and build industry capacity to enable rapid market transformation to scale up zero emission retrofits for existing buildings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continue to implement the Toronto Green Standard sustainable design requirements for new developments and require net zero ready private buildings by 2030 or sooner.,,,,"Support early action to make retrofits that improve efficiency, comfort and the switch off fossil fuel heating easier and more affordable for home and building owners.",Support the creation of jobs in the building sector and build industry capacity to enable rapid market transformation to scale up zero emission retrofits for existing buildings.,Retrofits and job creation are crucial.,Moving from gas-heating to something like heat pumps will pose some challenges -- but it's crucially important.,,Increase installation of rooftop and ground mount solar panels.,Support district energy system owners and developers with the implementation of low-carbon energy solutions.,,Work with other levels of government to ensure low-carbon and resilient energy policies to enable local solutions.,"Renewable energy is a key climate solution. As well, it's hard for individual homeowners to make changes, hence the value of district energy systems. And Toronto can't do it alone; we need to work with other levels of govt.",District energy may be a challenge initially -- but over time it will be very cost-effective.,,,,Expand bike and pedestrian infrastructure and priority zones.,Expand public transit and accelerate implementation of bus rapid transit.,Continue electrification of the TTC fleet.,We absolutely must get folks out of gas-burning cars. Better bike and walking infrastructure can help. Bus rapid transit is cost-effective and can be rolled out quickly. Bus electrification is crucial to meeting our climate goals.,"I don't think any of these is a real challenge: we're already building bike lanes, doing bus rapid transit and electrifying the fleet; we just need to do it quicker!",,"Reduce city-wide material consumption and increase circularity (i.e., efficient re-use and recovery of resources).","Continue outreach and engagement on city-wide waste reduction and diversion, with a focus on food and organic waste.",a 'circle' economy is essential if we're going to protect the environment and human health.,Circularity will take some time -- but it's absolutely vital.,"Increase tree canopy cover, biodiversity and enhance greenspaces.","Achieve equitable distribution of the urban forest, increasing tree canopy where it is most needed.",Corporate-wide adoption of a climate lens for all new City operating programs and capital projects to incorporate climate considerations in the municipal decision-making process.,,Work with Indigenous communities to share knowledge.,,,The importance of biodiversity can't be overstated. A climate lens and Indigenous involvement are essential if we're going to meet our climate targets.,Enhancing greenspace.,"The city needs to implement new revenue tools to pay for climate action. These tools could include a levy on commercial parking lots, a motor vehicle registration tax and road tolls. We also need to increase property tax, especially on wealthy residents.",55-64,3 digits of your postal code:,M6G,Ethnic or cultural backgound:,Jewish,,,,,,,,"White (examples: English, Greek, Italian, Portuguese, Russian, Slovakian)",,Man,,Home owner,,"$100,000 - $149,999"
,,Support building owners to use low-carbon materials for new construction.,,"Support early action to make retrofits that improve efficiency, comfort and the switch off fossil fuel heating easier and more affordable for home and building owners.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continue to implement the Toronto Green Standard sustainable design requirements for new developments and require net zero ready private buildings by 2030 or sooner.,,,,"Support early action to make retrofits that improve efficiency, comfort and the switch off fossil fuel heating easier and more affordable for home and building owners.",Support the creation of jobs in the building sector and build industry capacity to enable rapid market transformation to scale up zero emission retrofits for existing buildings.,"I assume there are more private buildings than City-owned buildings, so initiatives that focus on private building construction and retrofits first targets a larger slice of the opportunities.",I suspect retrofitting existing buildings in older neighbourhoods may be financially challenging to retired Seniors because their income is often lower than younger families.,,,Support district energy system owners and developers with the implementation of low-carbon energy solutions.,Accelerate investment in energy storage.,Work with other levels of government to ensure low-carbon and resilient energy policies to enable local solutions.,I suspect it makes more sense to work on district-level initiatives rather than building level retrofits.,Working with other levels of government on energy policy is likely out of the areas of competence most people command.,,,Expand usage of and support for low-emissions freight and last mile delivery strategies to move goods.,,Expand public transit and accelerate implementation of bus rapid transit.,Continue electrification of the TTC fleet.,I think we need to make the use of single-occupant private automobiles the least attractive and most expensive transportation option.,Increased uptake of private electric vehicles may be out of reach financially for many retired Seniors who may not want to drive if they don't have to..,,"Reduce city-wide material consumption and increase circularity (i.e., efficient re-use and recovery of resources).",,"If 'we need to focus on a zero-waste, circular economy', then focus on that, first.",Efficient re-use and recovery of resources needs to be built into production. There is little I can do to prevent poor production choices.,"Increase tree canopy cover, biodiversity and enhance greenspaces.","Achieve equitable distribution of the urban forest, increasing tree canopy where it is most needed.",Corporate-wide adoption of a climate lens for all new City operating programs and capital projects to incorporate climate considerations in the municipal decision-making process.,,,,,Planting trees and simultaneously eliminating lawns (including in golf courses) would help cool our city and absorb carbon dioxide.,Landscaping to remove lawns may be financially difficult for retired Seniors.,"Block level demonstration projects to show what can be done, how it works practically, how it can be financed, what problems it solves, and what problems it creates can be mitigated. Demonstrations are much more effective than discussion papers.",65-74,3 digits of your postal code:,M1L,Ethnic or cultural backgound:,Welsh-Irish,,,,,,,,"White (examples: English, Greek, Italian, Portuguese, Russian, Slovakian)",,Man,,Home owner,,"$50,000 - $69,999"
Continue to implement the Toronto Green Standard sustainable design requirements for new developments and require net zero ready private buildings by 2030 or sooner.,,,Set requirements to report on and limit greenhouse gas emissions from homes and buildings.,"Support early action to make retrofits that improve efficiency, comfort and the switch off fossil fuel heating easier and more affordable for home and building owners.",,Because it is terrible seeing houses and condos and industrial buildings being built in the same old way when green technologies are available. And reporting will let the city know what emissions from buildings are like in Toronto.,"I am on a committee that is trying to green our church building and we are hampered by cost, the effort required by volunteers to ovesee projects and to process grants. It is very challenging. Personally, I rent an apartmetn, but would love to see older apartment buildings do retrofits andhave to report their ghg emissions.",,Increase installation of rooftop and ground mount solar panels.,,Accelerate investment in energy storage.,Work with other levels of government to ensure low-carbon and resilient energy policies to enable local solutions.,"We need help from the province and the federal government to help pay for green innovations. Rooftop solutions are a great idea, including green and white roofs to lower energy usage.","Solar panels are an increasing challenge along the Yonge corridor as there are so many high buildings and new condos, that having sunlight for solar on lower buildings may not be practical.",,Increase electric vehicle charging in public spaces and on private property.,,,Expand public transit and accelerate implementation of bus rapid transit.,Continue electrification of the TTC fleet.,"People I know who have EVs or who are considering them are always concerned about the availability of chargers. One friend moved to Aurora because her condo refused to let theminstall a charger. I doubt people in he GTA will abandon their vehicles, but if we can make it easier for them to use their EVs,that is a bonus. I gave up my car two years ago and use the bus and subway. I would love to see the bus fleet electrified and bus routes, especially in Downsview and Scarborough made more efficient, especially since we are still two years away from the Eglinton Crosstown.","None, for my needs the current TTC is fine. I live on Victoria Park about a 6-minute bus ride from the subway.",Conduct a city-wide consumption-based emissions inventory and set a reduction target.,"Reduce city-wide material consumption and increase circularity (i.e., efficient re-use and recovery of resources).",,"I am a proponent of the circular economy and would love Toronto to emulate what is being done in the Netherlands. Also, if we have waste targets, people will try and meet them.","I always struggle with garbage. I have to carry my garbage down four flights and I have green, blue and regular garbage. I do recycle and use my green bin, but it is not easy to limit waste.",,"Achieve equitable distribution of the urban forest, increasing tree canopy where it is most needed.",Corporate-wide adoption of a climate lens for all new City operating programs and capital projects to incorporate climate considerations in the municipal decision-making process.,,Work with Indigenous communities to share knowledge.,,Establish a Climate Advisory Group.,"Because certain areas have many more trees and more parks than others. My part of Scarborough has very plain parks. The nearest is a square block with grass and a small playground. No picnic tables and only a few benches. Other parts of Toronto have much more elaborate parks with better playgrounds, splashpads, eating areas and lots of shade. New projects in Toronto tend to be vertical and that is cutting out sunlight in many areas. Look at the mess Yonge-Eglintomhas become. I realize the province has a lot of power in this area, but if we can fight back with climate reasons as well as liveability reasons, that could make a difference. Indigenous groups are involved in looking after protected tracts of land in Ontario and they could help us identify the parts of Toronto we should also protect like our ravines, the Toronto Island and all the area along Lake Ontario.",ay All of them because the citizens of Toronto have to fight back against the province's runaway development drive and it is doing great damage to our city.,"I think incentives vital, then infrastructure and regulations. I think the type of initiatives that are being carried out in the St.Clair Yonge area and the new Josh Matlow initiative in Yonge Eglinton can really get a community working together. We need initiatives like these outside the Yonge corridor as well.",75+,3 digits of your postal code:,M4B,Ethnic or cultural backgound:,Irish and French Canadian,,,,,,,,"White (examples: English, Greek, Italian, Portuguese, Russian, Slovakian)",,Woman,,Renting,,"$30,000 - $49,999"
Continue to implement the Toronto Green Standard sustainable design requirements for new developments and require net zero ready private buildings by 2030 or sooner.,,,,"Support early action to make retrofits that improve efficiency, comfort and the switch off fossil fuel heating easier and more affordable for home and building owners.",Support the creation of jobs in the building sector and build industry capacity to enable rapid market transformation to scale up zero emission retrofits for existing buildings.,"Incentives and supports (especially financial and capacity) is more effective than requirements, from my experience!","Creating jobs in the building sector - we need to upzone the City to allow much more development (more sustainability, more jobs)",,,Support district energy system owners and developers with the implementation of low-carbon energy solutions.,Accelerate investment in energy storage.,Work with other levels of government to ensure low-carbon and resilient energy policies to enable local solutions.,"Support and $ is key, and Toronto will need to forge its own path but also work with other levels of government",Working with other levels of government. Lots of risk of different priorities,,,Expand usage of and support for low-emissions freight and last mile delivery strategies to move goods.,Expand bike and pedestrian infrastructure and priority zones.,Expand public transit and accelerate implementation of bus rapid transit.,,Priorities must be promoting transit and active transportation and addressing freight. Switching personal vehicles to EV is fine but still uses energy. We need to reduce our energy consumption overall and drastically reduce personal car use.,Transit - funding and political will needs to be there.,Conduct a city-wide consumption-based emissions inventory and set a reduction target.,"Reduce city-wide material consumption and increase circularity (i.e., efficient re-use and recovery of resources).",,Needs to be systems based as climate change is a systems issue.,"We need to really address walkability, having various services in each community, etc in order to address the circular economy and reduce consumption. People and businesses need to be able to easily access there services and resources as a public good","Increase tree canopy cover, biodiversity and enhance greenspaces.",,Corporate-wide adoption of a climate lens for all new City operating programs and capital projects to incorporate climate considerations in the municipal decision-making process.,Focus outreach on equity-seeking groups to lead and implement local climate action.,Work with Indigenous communities to share knowledge.,,,"Promoting biodiversity in the city is crucial for resilience. We can't move forward without centering Indigenous Peoples as rights holders and stewards of the land they need to have a place at the table, not just sharing knowledge. It was difficult to choose 4 as I believe these are all so important.",Increasing biodiversity needs special attention - so much of past urban development has neglected this. Cities are important places to reduce compounding impacts of climate change on biodiversity,"The city needs to be absolutely bold in this and allocate substantial funding. There is no Planet B. Rebalance the city budget (especially reducing the police budget) is crucial. Build the infrastructure, ensure policies are in place, and provide incentives.",25-29,3 digits of your postal code:,M4K,Ethnic or cultural backgound:,White,,,,,,,,"White (examples: English, Greek, Italian, Portuguese, Russian, Slovakian)",,Woman,,Renting,,"$50,000 - $69,999"
Continue to implement the Toronto Green Standard sustainable design requirements for new developments and require net zero ready private buildings by 2030 or sooner.,,,Set requirements to report on and limit greenhouse gas emissions from homes and buildings.,"Support early action to make retrofits that improve efficiency, comfort and the switch off fossil fuel heating easier and more affordable for home and building owners.",,Not enough action to regulate and incentivize emission reductions in existing buildings`,Hard to do retrofits without financial incentives (given payback time). Loans aren't enough.,,,Support district energy system owners and developers with the implementation of low-carbon energy solutions.,,Work with other levels of government to ensure low-carbon and resilient energy policies to enable local solutions.,,,,,Expand usage of and support for low-emissions freight and last mile delivery strategies to move goods.,Expand bike and pedestrian infrastructure and priority zones.,Expand public transit and accelerate implementation of bus rapid transit.,,"safe affordable transit, cycling, pedestrian options is cheapest and most inclusive action",,Conduct a city-wide consumption-based emissions inventory and set a reduction target.,,,consumption emissions are significant and we need to start addressing them,,"Increase tree canopy cover, biodiversity and enhance greenspaces.","Achieve equitable distribution of the urban forest, increasing tree canopy where it is most needed.",Corporate-wide adoption of a climate lens for all new City operating programs and capital projects to incorporate climate considerations in the municipal decision-making process.,,,,,"Biodiversity crisis. Multiple benefits of greenspaces (health, climate, biodiversity)",,Community animators to support local action,55-64,3 digits of your postal code:,M4C,Ethnic or cultural backgound:,English; Eastern European,,,,,,,,"White (examples: English, Greek, Italian, Portuguese, Russian, Slovakian)",,Man,,Home owner,,"$100,000 - $149,999"
Continue to implement the Toronto Green Standard sustainable design requirements for new developments and require net zero ready private buildings by 2030 or sooner.,Require net zero emissions for construction of City-owned buildings.,,,"Support early action to make retrofits that improve efficiency, comfort and the switch off fossil fuel heating easier and more affordable for home and building owners.",,"Enforce the standards and jobs will follow. Plus, I live in an older building so I’d like to see retrofitting support",,Produce renewable natural gas from waste.,Increase installation of rooftop and ground mount solar panels.,Support district energy system owners and developers with the implementation of low-carbon energy solutions.,,,,,Increase uptake of electric vehicles through incentives.,,Expand usage of and support for low-emissions freight and last mile delivery strategies to move goods.,Expand bike and pedestrian infrastructure and priority zones.,,,,,,"Reduce city-wide material consumption and increase circularity (i.e., efficient re-use and recovery of resources).",,,,"Increase tree canopy cover, biodiversity and enhance greenspaces.","Achieve equitable distribution of the urban forest, increasing tree canopy where it is most needed.",,Focus outreach on equity-seeking groups to lead and implement local climate action.,Work with Indigenous communities to share knowledge.,,,"These will make the biggest difference to more vulnerable, historically marginalized groups",,"Education, outreach, enforcement, funding",30-54,3 digits of your postal code:,M5c,Prefer not to answer.,,,,,,,,,,,Prefer not to answer,,Prefer not to answer,,Prefer not to answer
